split_mig_asym	20	20	939.4428403872864	-652.5638560024609	1321759.6279255524	197990.4150114575	4108850.987006533	3.169682227041962e-08	1.2956888844729857e-08	4910.36330692802	3272.6176665049184	nan	1.4732040531221904e-09	7.801207295460203e-10	nan	
split_mig_asym	20	20	640.68884130951	-183707.30191223562	632575.9949550211	1257353.0841664732	2494475.1642138707	1.6219146613819553e-05	3.448924954019872e-05	nan	nan	42094.276954674024	nan	nan	2.212728627780509e-05	
split_mig_asym	20	20	6665.408937602019	-3578.767884564116	1337938.110899562	52448.7468833353	25820439.433780037	6.697172525124176e-07	5.854895556287012e-10	48189.79370451113	1480.599895810327	nan	2.1217294646815814e-08	8.743301043594894e-10	0.00013911150970625407	
split_mig_asym	20	20	922.8072523487657	-675.9012839356456	1350634.6486678177	201461.12392175873	4019056.0058578006	2.55351890743011e-08	1.8577578561214954e-08	nan	3173.6034019339963	nan	1.280522705160705e-09	9.76764213366079e-10	nan	
split_mig_asym	20	20	10058.780247266734	-5568.232790437006	630813.6365444879	71312.63230577609	680733.7613651226	3.786284025964054e-11	4.3071430314212835e-08	nan	nan	nan	5.472658437025422e-11	1.8646965632309914e-09	nan	
split_mig_asym	20	20	527.2803808955751	-194926.34550425533	1122536.8940999457	1156729.8051991756	1670203.553502491	4.0119952431290485e-05	4.240111331448546e-05	nan	nan	13848.12443708039	nan	nan	1.3011873941289951e-05	
split_mig_asym	20	20	915.9465740803046	-3103.1885067934954	1359474.449479766	264462.02786349074	3968595.684744743	1.3905954785304553e-08	1.0515752318728794e-07	16431.73692605278	2971.1924215603563	140288.58278635942	1.1738088528293607e-09	9.822099236804927e-09	nan	
split_mig_asym	20	20	9943.744945702581	-6250.706882571659	678936.100981109	59760.953299825975	778851.4877802937	2.3253581617177685e-11	6.718412674323409e-09	nan	570.4504924180509	nan	7.350999153397692e-12	3.965812771192299e-10	nan	
split_mig_asym	20	20	7480.357616343295	-4275.362164161313	832434.7288185718	82656.30950006418	26258849.49473603	1.5040055425050072e-07	1.1097204770951816e-07	13231.946217821265	1563.229280542234	nan	7.235000634688679e-09	6.568036806100368e-09	3.8154296654079856e-05	
split_mig_asym	20	20	938.8028479990107	-651.2408342920584	1317302.9701945758	199626.5421241542	4117019.2884588097	2.9975576962591906e-08	1.4100014912838135e-08	5106.562583099984	3278.0546653703414	nan	1.4159648154048693e-09	8.134828995705882e-10	nan	
split_mig_asym	40	40	937.6249399325332	-1339.2032173422074	1388922.51549693	207289.02877955907	4115077.2083642986	2.9493371757519965e-08	1.459890427760028e-08	nan	2926.634854446194	nan	1.2174771623820816e-09	6.61541747662404e-10	nan	
split_mig_asym	40	40	830.8269100456147	-263345.9545086982	1665502.2951514015	900071.7881862398	3594778.091008162	2.5448239582633053e-06	8.503634149743759e-06	nan	nan	110529.66976934375	6.828347220304646e-08	6.200560192519123e-08	3.5998174148680526e-05	
split_mig_asym	40	40	1056.3588124981345	-63683.45056405966	2149177.7934144866	35408.89241980688	3163333.8488632333	1.5946876741682966e-05	2.1797434509299707e-07	nan	nan	nan	3.3768828121103154e-08	nan	nan	
split_mig_asym	40	40	1305.2739655120058	-55544.02522739822	2509354.0039895433	173086.82293338203	1743170.5686380237	2.8886533478915643e-06	1.1162559328207652e-07	nan	729.6484643679456	14401.42145986471	8.03691617917925e-09	4.352387326736891e-09	8.964602907217072e-06	
split_mig_asym	40	40	870.5284682856468	-11433.249842428952	1705209.8008729464	173434.2864103287	3529767.7706694347	4.475305334371688e-07	8.413700294517274e-08	nan	nan	85054.10621688246	nan	nan	nan	
split_mig_asym	3	3	2512.9191932474578	-14459.234506510347	1729817.7991931504	164061.34308216194	5524356.374174636	1.3442749282688952e-06	2.789077463637387e-06	3	3	4811.595430563088	-18847.118690349052	5246698.338678118	5466682.8725378895	535614.8724878882	2.494333114771393e-06	4.2970506883370765e-06	2495434.9218990225	nan	23116.4385061375	9.184073707307603e-08	9.562580923335446e-09	0.0004953335377143581	
split_mig_asym	3	3	3181.656449932554	-622.8578409567657	1196144.990007222	89051.29868969224	3086892.874639219	8.513470786678034e-09	7.520986930735171e-11	nan	2123.799409486998	nan	1.5100143040043747e-09	1.1026222906604182e-09	nan	
split_mig_asym	3	3	9042.524933141716	-14616.942952514997	340221.5416470565	215181.3394674465	4546152.984944042	6.692851007863406e-07	2.084117243062203e-06	nan	682.3704282192645	nan	1.3840087540899244e-08	nan	2.8792127021101328e-05	
